,label,text
2189,Varicose Veins,"My ankles and calves throb with a persistent, aching sensation that feels like a dull, tight band squeezing my limbs. The discomfort intensifies with prolonged standing and eases slightly when I elevate my legs."
2190,Typhoid,"I've been feeling absolutely wretched for over a month now - my body aches all over, especially in my joints, and I've been experiencing non-stop, gnawing abdominal pain that's worst on the right side under my ribcage. I've also had dry, hacking coughs for weeks, and whenever I go, I know I'm consistently right there in the bathroom, usually bringing up some pretty terrible-smelling s**t."
2191,Chicken pox,"My skin feels like a map of miniature battlefields, each itchy red dot erupting with the slight touch of air. The relentless tingling and burning consume my every movement, as if hundreds of tiny needles dance beneath the surface of my skin."
2192,Impetigo,"My skin feels like a battlefield, patches of red and honey-colored crust forming whispers of agony. It’s an invasion, this persistent itch, driving me mad."
2193,Dengue,"As a patient suffering from Dengue, I have been experiencing high fever and severe headaches for the past few days, accompanied by joint pain and muscle weakness that has progressively worsened over the last two weeks. Additionally, I have noticed a decrease in appetite and overall fatigue, making it difficult for me to carry out my daily activities."
2194,Fungal infection,"For the past few weeks, I've been experiencing this persistent itching on my skin, especially on my feet and in between my toes, which has recently spread to my groin area, and it's become so unbearable that I've lost count of the number of sleepless nights I've had. Lately, I've also noticed these weird, ring-shaped rashes on my skin that seem to be growing in size, and they're accompanied by this strange, pungent odor that just won't go away."
2195,Common Cold,"I've had this persistent cough for weeks now and it's just getting worse. It started with a sore throat and congestion a few weeks ago, but now my chest feels tight and I'm waking up coughing every night."
2196,Pneumonia,"As a patient with pneumonia, I've been experiencing a persistent cough for the past week, which has worsened over time and now produces phlegm. Additionally, I've felt increasingly fatigued and have had a low-grade fever on and off for the past few days."
2197,Dimorphic Hemorrhoids,"Doctor, I've been having these really uncomfortable rectal protrusions for a few months now. Sometimes they are itchy and sore, especially after a bowel movement, and lately, I've even noticed a weird dark coloration around my anus."
2198,Arthritis,"My fingers have been aching and stiff, especially in the mornings, making it hard to grip things or even button my shirt. Lately, it's spread to my knees, making climbing stairs and walking a real struggle."
2199,Acne,"Over the past two weeks, I've been experiencing these persistent and painful acne bumps on my face, mainly on my forehead and chin area, which has made it embarrassing to go out in public or take selfies, but the worst part is the annoying redness and inflammation that even makeup can't seem to cover. Lately, I've also noticed some whiteheads on my cheeks that have been popping up every few days, leaving behind acne scars and dark spots that have ruined my skin tone, and I'm worried it's going to take a lot longer than expected to clear up."
2200,Bronchial Asthma,"I've been noticing a persistent cough, usually triggered by short trips outdoors or even just taking a deep breath, which leaves me wheezing and gasping for air - some days are better than others, but the past two weeks have been particularly tough, with multiple episodes of wheezing and coughing at night, making it hard for me to fall asleep or stay asleep. Most recently, I woke up this morning with a severe pressure sensation in my chest, accompanied by a low-grade fever and general fatigue, which has left me feeling utterly exhausted and unable to shake off the feeling that I'm constantly on the verge of an asthma attack."
